SuperCategory,SubCategory,Level,guideword,Can-do statement,Example
PRONOUNS,demonstratives,A2,"USE: 'THAT', ALREADY MENTIONED",Can use 'that' as a pronoun to refer back to something which has already been mentioned. ,"You know that blue is my favourite colour, so we are going to use that.
It has got a camera, and I like that.
They look really nice on me, that's why I bought them.
Please try to come after 4.30 because I won't be there before that.
I told you about the movie, and I really enjoyed that.
She mentioned the party, but I can't attend that.
He bought a new car, and I think that is very expensive.
We talked about the project, and I believe that will be successful.
They showed us the house, and I liked that very much.
I saw the book you recommended, and I found that quite interesting."
PRONOUNS,demonstratives,A2,FORM/USE: RESPONSE TOKENS WITH 'THAT'S',Can use 'that's' + adjective to respond to something. ,"That's wonderful!
That's interesting!
That's fantastic!
That's helpful!
That's impressive!
That's annoying!
That's surprising!
That's exciting!
That's disappointing!
That's perfect!"
PRONOUNS,demonstratives,A2,USE: CLOSING,Can use 'that's all' to end a letter. ,"That's all for now.
Well, I think that's all.
That's all I have to say.
I hope that's all clear.
That's all for today.
That's all from me.
That's all on this topic.
That's all for the letter.
That's all I wanted to share.
That's all, thank you."
PRONOUNS,demonstratives,B1,"USE: 'THIS', ALREADY MENTIONED","Can use 'this' as a pronoun to refer back to whole clauses or sentences, especially to highlight or continue an important topic. ","To stay fit I'm eating lots of fruit and vegetables, but meat and fish, too. I think you should do this, too, if you haven't done it in the past.
People usually don't care about the cost. Because of this, weddings are more amazing.
My room seems to be very cold and very unfriendly. I think flowers and pictures change this.
Our department currently has a lot of work to do, because there are so many conferences to arrange, and it needs a person to be in charge of this.
I've been working on this project for months, and now it's finally complete. This is something I'm really proud of.
The weather has been very unpredictable lately. This makes planning outdoor activities quite challenging.
She mentioned that she was feeling unwell, so I suggested she take a day off. This seemed to be the best solution.
The company has been facing financial difficulties for a while. This has led to several layoffs in the past few months.
He always arrives late to meetings, which frustrates everyone. This behavior needs to be addressed immediately.
The restaurant was packed, and the service was slow. This made the dining experience less enjoyable for everyone."
PRONOUNS,demonstratives,B1,FORM: 'THESE',Can use 'these' as a pronoun with plural reference.  ►  noun phrases ,"These are the most important years for us as teenagers, and they have to be the best years!
These are the main things that I can tell you.
These are the books I borrowed from the library.
These are the reasons why I decided to study abroad.
These are the tools we need for the project.
These are the photos from our last trip.
These are the instructions for assembling the furniture.
These are the best places to visit in the city.
These are the documents you need to sign.
These are the ingredients for the recipe."
PRONOUNS,demonstratives,B1,"USE: 'THESE', ALREADY MENTIONED",Can use 'these' as a pronoun to refer to something with immediate relevance which has already been mentioned.  ►  noun phrases  ►  pronouns: demonstrative,"He is very clever and generous, and these are the things that I like most about him.
There are a few interesting and funny programmes like The Simpsons, Password or José Mota's hour. These are the only programmes I like watching.
I think that we have similar taste about things like these.
These books are the ones I was telling you about.
These are the shoes I was looking for.
These are the reasons why I decided to quit my job.
These are the documents you need to sign.
These are the steps we need to follow.
These are the rules we must adhere to.
These are the ingredients for the recipe."
PRONOUNS,demonstratives,B1,FORM: 'THOSE',Can use 'those' as a pronoun with plural reference.  ►  noun phrases,"Those are the books I was telling you about.
Those are the people I met at the conference.
Those are the recipes I want to try this weekend.
Those are the songs that remind me of my childhood.
Those are the paintings I was talking about earlier.
Those are the movies I plan to watch this month.
Those are the flowers I bought for the garden.
Those are the places I want to visit on vacation.
Those are the clothes I need to pack for the trip.
Those are the projects I need to finish by Friday."
PRONOUNS,demonstratives,B1,"USE: 'THOSE', ALREADY MENTIONED",Can use 'those' as a pronoun to refer to things which have already been mentioned.  ►  noun phrases,"Those are the books I was telling you about.
I prefer the red ones; those are more vibrant.
We need to buy some new chairs; those are too old.
She loves the flowers in her garden; those are her pride and joy.
The blue dress and the red dress, those are my favorites.
He collects old coins; those are his most valuable possessions.
They visited several museums; those were very informative.
The green apples and the red apples, those are the ones I like.
She has two cats; those are her constant companions.
The black shoes and the white shoes, those are the ones I wear to work."
PRONOUNS,demonstratives,B1,FORM: MODIFYING,Can use quantifying determiners + 'of' with demonstrative pronouns  ► determiners: demonstrative,"All of these are important.
Some of these are not working.
None of these are available.
Most of these are useful.
Few of these are interesting.
Many of these are expensive.
Half of these are broken.
Several of these are missing.
Both of these are correct.
Each of these is unique."
PRONOUNS,demonstratives,B1,"FORM/USE: 'THIS ONE', 'THAT ONE' SUBSTITUTION","Can use 'this one', 'that one' as a substitute for countable singular nouns that have previously been mentioned. ","I don't usually wear dresses but I had to buy this one because I am going to be in a singing competition.
I have chosen that one because of my father and brother, they also like it.
I saw a red shirt and a blue shirt; I think I prefer this one.
She showed me two books, and I decided to borrow that one.
There are two pens on the desk; I'll take this one.
He offered me two options, and I chose that one.
I tried on several pairs of shoes, but I liked this one the best.
She had two bags to choose from, and she picked that one.
There were two cars available, but I rented this one.
He showed me two paintings, and I bought that one."
