SuperCategory,SubCategory,Level,guideword,Can-do statement,Example
MODALITY,can,C1,"FORM/USE: PAST NEGATIVE, DEDUCTIONS",Can use 'can't' or 'cannot have' + '-ed' to make deductions.,"I live with my partner and we can't have used so much electricity.
it cannot have been such a disappointment.
The air-conditioning cannot have been working properly as the coach was too cold."
MODALITY,can,C1,FORM: PASSIVE ,"Can use 'can' in passive reporting clauses in a more formal impersonal style (e.g. for reports and academic contexts), such as 'It can be said that', 'It can be argued (that)', 'It can be concluded that', 'It can be considered'.► passives","It can be argued, looking at the figures, that the company should consider withdrawing from the heater market.
Taking everything into account, it can be concluded that the current training course is very useful for our company.
As for marriage and relationships, it can be said that women who have a job, nowadays, do not quit it after marriage."
MODALITY,can,C1,FORM: WITH ADVERBS,Can use a wide range of adverbs with 'can' in the normal mid position after the modal verb). ► adverbs,"Only those who live with their relatives can fully understand how essential is the role of your parents, sisters, aunts...
Miss Sylvia Ann Powers is a good friend of mine for over six years, so I can honestly say that I know her personality fairly well."
MODALITY,can,C1,USE: EMPHASIS,"Can use expressions with 'can' or 'can’t' to give focus or add emphasis, such as 'as you can see', 'I can't say', 'I can tell you that', 'as you can imagine', 'I can say that', 'I can assure you that'. ","So, as you can see, there are no serious consequences for us, so far.
I can't say I was very impressed with the level and the way the classes were given.
About my country, I can tell you that we went through a great number of wars in the last century"
MODALITY,can,C2,USE: REFLECTIONS,"Can use 'how can' to reflect, through rhetorical questions. ","And how can we improve if we are not allowed to make mistakes, evaluate our experiences in a new light and try again?
But how can each of us stay fit in this world of stress and fast food restaurants?"
MODALITY,dare,B2,FORM: AFFIRMATIVE,Can use affirmative form dare + infinitive without to. ,I can cook if you dare eat it!
MODALITY,dare,B2,FORM: NEGATIVE,Can use negative form dare not and daren't +  infinitive without to. ,"But many local people dare not go to Lily, because it is too expensive."
MODALITY,dare,B2,USE: BRAVADO,Can use semi-modal 'dare' to talk about being brave enough to do something.,"Some people object that I have to put up with the rain and other inconveniences, but I think that they are rather jealous because they daren't give up their car."
MODALITY,dare,C1,FORM/USE: 'I DARE SAY',Can use the fixed expression 'I dare say' to say that something is probably true.,"I feel that I have a huge responsibility trying to choose only one option, but I dare say that the last option may be the best one.
I must express my concern about some facilities, like the student study centre and the canteen, which I dare say needs improvement."
MODALITY,dare,C1,FORM: QUESTION,Can use the question form. ,Dare we run the risk of even one child or adult turning to violent crime because they think it is ok?
MODALITY,dare,C1,USE: 'HOW DARE …!',Can use 'how dare … !' to express disapproval or offense about something,"How dare people say that we don't practice sport!
 how dare you say that this event was a complete failure!"
MODALITY,dare,C2,FORM/USE: NEGATIVE WITH 'DIDN'T',Can use the negative form 'didn't dare' + infinitive without 'to' to talk about not being brave enough to do something. ,"She didn't dare think about him and the possibility that he would never come back.
Since we didn't dare move our feet, we were slowly swaying to the left and to the right, backwards and forwards."
MODALITY,expressions with be,A2,FORM/USE: 'WILL BE ABLE TO' ,Can use 'will' + 'be able to' + infinitive to talk about possibility and ability. ,"Will you be able to come this time?
Without them I will not be able to play football.
If you need a musical instrument, I can bring my guitar but unfortunately I won't be able to play it because I have never learned it."
MODALITY,expressions with be,B1,FORM: MODAL WITH 'BE ABLE TO',Can use a range of modal verbs + 'be able to' + infinitive.,"After finishing school, you might be able to hang out with your friends.
If we could meet in Switzerland, we should be able to finish the project on the 20th June.
I'd be able to take walks without even worrying about inhaling polluted air."
MODALITY,expressions with be,B1,FORM: 'BE' EXPRESSIONS,"Can use a limited range of expressions with 'be' + infinitive ('be allowed to', 'be supposed to', 'be able to') with present and past forms of 'be' and with modal 'will'. ","First of all, if you are allowed to go out of the building in your break, you should do it.
Perhaps you will be allowed to go on holiday with your friends next year.
The film is supposed to start at 7.00 pm so we'd better meet at 6.30 pm. See you there!
I was supposed to be meeting my friend Laura but she didn't come.
I am sorry but I  am not able to meet you next Tuesday.
We were able to choose the songs ourselves and so I liked them very much."
MODALITY,expressions with be,B1,"USE: 'BE ALLOWED TO', PERMISSION",Can use 'be allowed to' to talk about permission.,"My mother went with me on this trip because I wasn't allowed to go by myself.
You won't be allowed to do what you want and you won't enjoy yourself."
MODALITY,expressions with be,B1,"USE: 'BE SUPPOSED TO', PAST EXPECTATION","Can use 'was supposed to', 'were supposed to' to refer to past or future arrangements which may not have happened or may change. ","I am really sorry, but I will have to make some changes to my trip. I was supposed to arrive on 11th June 2003, but I will arrive the next month.
It was supposed to be on Tuesday at 1.00pm.
We were supposed to meet at noon with some friends, but they called her to ask if we could meet at the restaurant."
MODALITY,expressions with be,B1,"USE: 'BE ABLE TO', PAST","Can use 'was able to', 'were able to' to talk about facts in the past.","She was able to get a good seat and she unexpectedly got to school early.
 sales had increased recently because of the good performance of our staff so we were able to improve the quality of our products ..."
MODALITY,expressions with be,B2,FORM: 'BE' EXPRESSIONS + INFINITIVE,"Can use the full range of expressions with 'be' + infinitive ('be likely to', 'be due to', 'be meant to', 'be bound to', 'be sure to', 'be certain to', 'be obliged to') with present and past forms of 'be' and with modal 'will' .","People who read books are likely to be more knowledgeable.
I'm bound to feel nervous.
According to our new marketing strategy, we are sure to increase our turnover and our profit.
I am due to start on Monday 4 June.
I would like to inform you that as of 1st of June all operational staff will be obliged to use identity cards.
Sleepy and unwilling to take part of the conference, I was obliged to spend the evening listening to the soft voice of a man who was famous for his boring performances."
MODALITY,expressions with be,B2,FORM: 'BE' + ADJECTIVE + 'THAT',Can use 'be' + 'obvious/sure/likely/certain' followed by a 'that'-clause.,"It is about 1000 years old, so I am sure that you will find it fascinating to see it.
It was obvious that I would be late to work.
It is likely that by reading books we will learn some new words and phrases so that we will be able to write better.
It is certain that our state-of-the-art LCD will be well received and make great profits."
MODALITY,expressions with be,B2,"FORM/USE: 'BE MORE/LESS LIKELY', COMPARISON",Can use '(much) more/less' to modify 'likely' in a comparison. ,"In case of an accident, one is more likely to be badly injured when riding a bicycle.
Since they are more and better educated when they leave school at 18 years old, their minds are more mature and they are more sensible. They are more likely to have better jobs and a better life, and much less likely to cause problems to other people."
MODALITY,expressions with be,B2,"USE: 'BE LIKELY TO', PROBABILITY",Can use 'be' (+modifier) 'likely to' to talk about probability.,"And whenever money is involved, some problems are likely to happen.
I am very likely to make mistakes which I would like to avoid."
MODALITY,expressions with be,B2,"USE: 'BE DUE TO', 'BE TO', SCHEDULES","Can use 'be due to' and, more formally, 'be to' to talk about things that are scheduled or expected. ","I have attached the  company law directive enacted 2 years ago and which is due to be implemented by 2008.
The programme was due to start at midday.
I am sorry that I cannot attend the meeting at head office as expected, as I am to go on a business trip to New York then.
I was to take exams in two weeks and had to study hard."
